# repetition_set	DC_control_TGAC_set	DC_control_DBL_set	DC_voltage_2_0_0
# "Repetition"	"TGAC"	"DBL"	"DC voltage"
# 4	125	75
0	0.052	0.039	-0.00359856565194175
0	0.052	0.041027027027027	-0.00586477454795151
0	0.052	0.0430540540540541	-0.00603842221713591
0	0.052	0.0450810810810811	-0.00418329137102315
0	0.052	0.0471081081081081	-0.00635617608911273
0	0.052	0.0491351351351351	-0.00308073548485546
0	0.052	0.0511621621621622	-0.00518287937743194
0	0.052	0.0531891891891892	-0.00386633096818497
0	0.052	0.0552162162162162	-0.00450318150606549
0	0.052	0.0572432432432433	-0.00486378271152821
0	0.052	0.0592702702702703	-0.00487922484168769
0	0.052	0.0612972972972973	-0.00524324406805526
0	0.052	0.0633243243243243	-0.00483234912642102
0	0.052	0.0653513513513514	-0.0055978027008469
0	0.052	0.0673783783783784	-0.00601394674601361
0	0.052	0.0694054054054054	-0.00450843060959795
0	0.052	0.0714324324324324	-0.00545003433279929
0	0.052	0.0734594594594595	-0.00545662623025867
0	0.052	0.0754864864864865	-0.00467512016479745
0	0.052	0.0775135135135135	-0.00431384756237128
0	0.052	0.0795405405405405	-0.00597006179903871
0	0.052	0.0815675675675676	-0.00615512321660185
0	0.052	0.0835945945945946	-0.00532429999237051
0	0.052	0.0856216216216216	-0.00418384069581144
0	0.052	0.0876486486486487	-0.0054209201190204
0	0.052	0.0896756756756757	-0.00493977264057376
0	0.052	0.0917027027027027	-0.00397912565804535
0	0.052	0.0937297297297297	-0.00298039215686277
0	0.052	0.0957567567567568	-0.00471064316777298
0	0.052	0.0977837837837838	-0.00478693827725646
0	0.052	0.0998108108108108	-0.00314280918593122
0	0.052	0.101837837837838	-0.00461829556725418
0	0.052	0.103864864864865	-0.0027725032425422
0	0.052	0.105891891891892	-0.00272349126421001
0	0.052	0.107918918918919	-0.00392724498359659
0	0.052	0.109945945945946	-0.00340190737773712
0	0.052	0.111972972972973	-0.00482575722896165
0	0.052	0.114	-0.00297453269245444
0	0.052	0.116027027027027	-0.00237772182803085
0	0.052	0.118054054054054	-0.00116206607156484
0	0.052	0.120081081081081	-0.00219278248264288
0	0.052	0.122108108108108	-0.000617990386816241
0	0.052	0.124135135135135	0.000638315403982572
0	0.052	0.126162162162162	-0.00218649576562145
0	0.052	0.128189189189189	-0.00364733348592359
0	0.052	0.130216216216216	-0.00510926985580227
0	0.052	0.132243243243243	-0.00231338979171438
0	0.052	0.13427027027027	-0.00423144884412912
0	0.052	0.136297297297297	-0.00360100709544521
0	0.052	0.138324324324324	-0.00447071030746931
0	0.052	0.140351351351351	-0.00340111390859849
0	0.052	0.142378378378378	-0.00510780498970019
0	0.052	0.144405405405405	-0.00435175097276268
0	0.052	0.146432432432432	-0.00456818493934542
0	0.052	0.148459459459459	-0.00572707713435571
0	0.052	0.150486486486486	-0.00318638895246819
0	0.052	0.152513513513514	-0.00463019760433359
0	0.052	0.154540540540541	-0.00396545357442591
0	0.052	0.156567567567568	-0.0046782330052644
0	0.052	0.158594594594595	-0.00178512245365075
0	0.052	0.160621621621622	-0.00435138475623716
0	0.052	0.162648648648649	-0.00461005569542996
0	0.052	0.164675675675676	-0.00443054856183722
0	0.052	0.166702702702703	-0.00272031738765548
0	0.052	0.16872972972973	-0.0032416876478218
0	0.052	0.170756756756757	-0.00395257495994509
0	0.052	0.172783783783784	-0.0027567559319448
0	0.052	0.174810810810811	-0.00301322957198447
0	0.052	0.176837837837838	-0.0019119554436561
0	0.052	0.178864864864865	-0.00127028305485622
0	0.052	0.180891891891892	-0.00268027771419856
0	0.052	0.182918918918919	-0.00153255512321664
0	0.052	0.184945945945946	-0.00165938811322198
0	0.052	0.186972972972973	-0.00048316166933703
0	0.052	0.189	-0.000523445487144312

0	0.0540161290322581	0.039	-0.00429950408178839
0	0.0540161290322581	0.041027027027027	-0.00561153582055393
0	0.0540161290322581	0.0430540540540541	-0.00643887998779281
0	0.0540161290322581	0.0450810810810811	-0.00419934386205847
0	0.0540161290322581	0.0471081081081081	-0.0061723964293889
0	0.0540161290322581	0.0491351351351351	-0.00480628671702148
0	0.0540161290322581	0.0511621621621622	-0.00638559548332955
0	0.0540161290322581	0.0531891891891892	-0.00413647669184408
0	0.0540161290322581	0.0552162162162162	-0.00641043717097738
0	0.0540161290322581	0.0572432432432433	-0.00536519417105367
0	0.0540161290322581	0.0592702702702703	-0.00398413061722747
0	0.0540161290322581	0.0612972972972973	-0.00440399786373697
0	0.0540161290322581	0.0633243243243243	-0.00617209124895097
0	0.0540161290322581	0.0653513513513514	-0.00393121232928973
0	0.0540161290322581	0.0673783783783784	-0.00531502250705732
0	0.0540161290322581	0.0694054054054054	-0.00549880216678114
0	0.0540161290322581	0.0714324324324324	-0.00465760280766006
0	0.0540161290322581	0.0734594594594595	-0.0033040665293355
0	0.0540161290322581	0.0754864864864865	-0.0052865186541543
0	0.0540161290322581	0.0775135135135135	-0.00458442053864351
0	0.0540161290322581	0.0795405405405405	-0.00614700541695281
0	0.0540161290322581	0.0815675675675676	-0.00492964065003436
0	0.0540161290322581	0.0835945945945946	-0.00386150911726561
0	0.0540161290322581	0.0856216216216216	-0.00415893797207601
0	0.0540161290322581	0.0876486486486487	-0.00518641947051196
0	0.0540161290322581	0.0896756756756757	-0.00676774242771041
0	0.0540161290322581	0.0917027027027027	-0.00439203479056995
0	0.0540161290322581	0.0937297297297297	-0.00271952391851686
0	0.0540161290322581	0.0957567567567568	-0.00325816739147024
0	0.0540161290322581	0.0977837837837838	-0.00337486839093617
0	0.0540161290322581	0.0998108108108108	-0.00230679789425502
0	0.0540161290322581	0.101837837837838	-0.00409747463187614
0	0.0540161290322581	0.103864864864865	-0.0045100785839628
0	0.0540161290322581	0.105891891891892	-0.00439179064621962
0	0.0540161290322581	0.107918918918919	-0.00190579079880984
0	0.0540161290322581	0.109945945945946	-0.00277494468604565
0	0.0540161290322581	0.111972972972973	-0.00089759670405131
0	0.0540161290322581	0.114	-0.00247605096513317
0	0.0540161290322581	0.116027027027027	-0.00178957808804459
0	0.0540161290322581	0.118054054054054	-0.00117036697947665
0	0.0540161290322581	0.120081081081081	-0.00140993362325478
0	0.0540161290322581	0.122108108108108	-0.000120119020370833
0	0.0540161290322581	0.124135135135135	0.00122365148393984
0	0.0540161290322581	0.126162162162162	-0.000989578088044588
0	0.0540161290322581	0.128189189189189	-0.00314995040817886
0	0.0540161290322581	0.130216216216216	-0.00377209124895097
0	0.0540161290322581	0.132243243243243	-0.00524776073853669
0	0.0540161290322581	0.13427027027027	-0.00387994201571682
0	0.0540161290322581	0.136297297297297	-0.00292484931715879
0	0.0540161290322581	0.138324324324324	-0.00477265583276115
0	0.0540161290322581	0.140351351351351	-0.00491328297856111
0	0.0540161290322581	0.142378378378378	-0.00488752574959948
0	0.0540161290322581	0.144405405405405	-0.00408868543526363
0	0.0540161290322581	0.146432432432432	-0.00428577096208136
0	0.0540161290322581	0.148459459459459	-0.00420410467689025
0	0.0540161290322581	0.150486486486486	-0.00338481727321282
0	0.0540161290322581	0.152513513513514	-0.00475745784695205
0	0.0540161290322581	0.154540540540541	-0.00482142366674301
0	0.0540161290322581	0.156567567567568	-0.00365221637293053
0	0.0540161290322581	0.158594594594595	-0.00407385366598005
0	0.0540161290322581	0.160621621621622	-0.00513722438391702
0	0.0540161290322581	0.162648648648649	-0.00484626535439082
0	0.0540161290322581	0.164675675675676	-0.0036172426947433
0	0.0540161290322581	0.166702702702703	-0.00273276874952318
0	0.0540161290322581	0.16872972972973	-0.00280326543068592
0	0.0540161290322581	0.170756756756757	-0.00334514381628141
0	0.0540161290322581	0.172783783783784	-0.00259000534065769
0	0.0540161290322581	0.174810810810811	0.000376104371709739
0	0.0540161290322581	0.176837837837838	-0.00135909056229499
0	0.0540161290322581	0.178864864864865	-0.000281620508125462
0	0.0540161290322581	0.180891891891892	-0.000521065079728425
