# repetition_set	DC_control_TGAC_set	DC_control_DBR_set	DC_voltage_0_0_0
# "Repetition"	"TGAC"	"DBR"	"DC voltage"
# 4	125	75
0	0.052	0.039	-0.00416797131303886
0	0.052	0.041027027027027	-0.00286198214694441
0	0.052	0.0430540540540541	-0.00628616769665067
0	0.052	0.0450810810810811	-0.00571194018463421
0	0.052	0.0471081081081081	-0.00495161364156561
0	0.052	0.0491351351351351	-0.0042810101472496
0	0.052	0.0511621621621622	-0.00342406347753112
0	0.052	0.0531891891891892	-0.00512129396505687
0	0.052	0.0552162162162162	-0.00445056839856567
0	0.052	0.0572432432432433	-0.00601876859693296
0	0.052	0.0592702702702703	-0.00407348744945452
0	0.052	0.0612972972972973	-0.00492658884565502
0	0.052	0.0633243243243243	-0.00532924391546505
0	0.052	0.0653513513513514	-0.00441211566338601
0	0.052	0.0673783783783784	-0.00539845883878846
0	0.052	0.0694054054054054	-0.00371990539406426
0	0.052	0.0714324324324324	-0.00468592355230034
0	0.052	0.0734594594594595	-0.00486884870679792
0	0.052	0.0754864864864865	-0.00517079423208976
0	0.052	0.0775135135135135	-0.00581478599221792
0	0.052	0.0795405405405405	-0.00393298237582974
0	0.052	0.0815675675675676	-0.00385687037460902
0	0.052	0.0835945945945946	-0.0050079499504082
0	0.052	0.0856216216216216	-0.00365825894560162
0	0.052	0.0876486486486487	-0.00436450751506831
0	0.052	0.0896756756756757	-0.00309587243457699
0	0.052	0.0917027027027027	-0.00213980315861756
0	0.052	0.0937297297297297	-0.00164010070954455
0	0.052	0.0957567567567568	-0.00319774166475931
0	0.052	0.0977837837837838	-0.00439148546578167
0	0.052	0.0998108108108108	-0.00213351644159612
0	0.052	0.101837837837838	-0.00286704814221412
0	0.052	0.103864864864865	0.000211123826962657
0	0.052	0.105891891891892	-0.00226865033951328
0	0.052	0.107918918918919	-0.000210391393911684
0	0.052	0.109945945945946	-0.00122328526741438
0	0.052	0.111972972972973	0.000424017700465368
0	0.052	0.114	-0.00482215609979403
0	0.052	0.116027027027027	-0.00352123292896929
0	0.052	0.118054054054054	-0.00455597772182805
0	0.052	0.120081081081081	-0.00237875944151984
0	0.052	0.122108108108108	-0.00480543221179526
0	0.052	0.124135135135135	-0.0050236972610056
0	0.052	0.126162162162162	-0.00334703593499659
0	0.052	0.128189189189189	-0.00360137331197074
0	0.052	0.130216216216216	-0.00334972152285042
0	0.052	0.132243243243243	-0.00464277103837648
0	0.052	0.13427027027027	-0.00125111772335399
0	0.052	0.136297297297297	-0.00405474937056539
0	0.052	0.138324324324324	-0.00186416418707563
0	0.052	0.140351351351351	-0.00469080643930727
0	0.052	0.142378378378378	-0.00348162050812546
0	0.052	0.144405405405405	-0.0036619821469444
0	0.052	0.146432432432432	-0.00245261310749984
0	0.052	0.148459459459459	-0.0044481269550622
0	0.052	0.150486486486486	-0.00269590295262076
0	0.052	0.152513513513514	-0.00306590371557187
0	0.052	0.154540540540541	-0.00394110017547878
0	0.052	0.156567567567568	-0.00508503852903032
0	0.052	0.158594594594595	-0.00437347981994357
0	0.052	0.160621621621622	-0.00453485923552305
0	0.052	0.162648648648649	-0.00624271000228888
0	0.052	0.164675675675676	-0.00515217822537578
0	0.052	0.166702702702703	-0.00425000381475551
0	0.052	0.16872972972973	-0.00374132906080723
0	0.052	0.170756756756757	-0.00550838483253227
0	0.052	0.172783783783784	-0.00426544594491495
0	0.052	0.174810810810811	-0.00374328221561001
0	0.052	0.176837837837838	-0.0046010833905547
0	0.052	0.178864864864865	-0.00381884489204245
0	0.052	0.180891891891892	-0.0027765926604105
0	0.052	0.182918918918919	-0.00296794079499507
0	0.052	0.184945945945946	-0.00401409933623258
0	0.052	0.186972972972973	-0.00414801251239799
0	0.052	0.189	-0.00378936446173804

0	0.0540161290322581	0.039	-0.0048675669489586
0	0.0540161290322581	0.041027027027027	-0.00463617914091709
0	0.0540161290322581	0.0430540540540541	-0.00603134203097586
0	0.0540161290322581	0.0450810810810811	-0.00416913099870301
0	0.0540161290322581	0.0471081081081081	-0.0053562218661784
0	0.0540161290322581	0.0491351351351351	-0.0045156328679332
0	0.0540161290322581	0.0511621621621622	-0.00546346227206839
0	0.0540161290322581	0.0531891891891892	-0.0030587624933242
0	0.0540161290322581	0.0552162162162162	-0.00263608758678572
0	0.0540161290322581	0.0572432432432433	-0.00431213855191886
0	0.0540161290322581	0.0592702702702703	-0.0043728694590677
0	0.0540161290322581	0.0612972972972973	-0.00310576028076603
0	0.0540161290322581	0.0633243243243243	-0.00478290989547573
0	0.0540161290322581	0.0653513513513514	-0.00347228198672468
0	0.0540161290322581	0.0673783783783784	-0.00500697337300682
0	0.0540161290322581	0.0694054054054054	-0.00635501640344855
0	0.0540161290322581	0.0714324324324324	-0.00328532845044636
0	0.0540161290322581	0.0734594594594595	-0.00439325551232169
0	0.0540161290322581	0.0754864864864865	-0.00509175249866486
0	0.0540161290322581	0.0775135135135135	-0.00397924773022052
0	0.0540161290322581	0.0795405405405405	-0.00462476539253836
0	0.0540161290322581	0.0815675675675676	-0.00335411612115667
0	0.0540161290322581	0.0835945945945946	-0.00384106202792404
0	0.0540161290322581	0.0856216216216216	-0.0035585870145724
0	0.0540161290322581	0.0876486486486487	-0.00476386663614865
0	0.0540161290322581	0.0896756756756757	-0.00195455863279167
0	0.0540161290322581	0.0917027027027027	-0.00374242771038379
0	0.0540161290322581	0.0937297297297297	-0.00233762111848634
0	0.0540161290322581	0.0957567567567568	-0.00133156328679335
0	0.0540161290322581	0.0977837837837838	-0.00413879606317239
0	0.0540161290322581	0.0998108108108108	-0.00245438315403987
0	0.0540161290322581	0.101837837837838	-0.00190621805142293
0	0.0540161290322581	0.103864864864865	-0.00177254901960788
0	0.0540161290322581	0.105891891891892	-0.000592050049591851
0	0.0540161290322581	0.107918918918919	0.000595101853971122
0	0.0540161290322581	0.109945945945946	0.00080158693827722
0	0.0540161290322581	0.111972972972973	0.00135304798962383
0	0.0540161290322581	0.114	-0.00289237811856264
0	0.0540161290322581	0.116027027027027	-0.00427606622415506
0	0.0540161290322581	0.118054054054054	-0.00662638284885943
0	0.0540161290322581	0.120081081081081	-0.00509742885481044
0	0.0540161290322581	0.122108108108108	-0.00335106431677734
0	0.0540161290322581	0.124135135135135	-0.00500636301213095
0	0.0540161290322581	0.126162162162162	-0.00251456473640044
0	0.0540161290322581	0.128189189189189	-0.00473511863889528
0	0.0540161290322581	0.130216216216216	-0.00531636530098424
0	0.0540161290322581	0.132243243243243	-0.00446857404440378
0	0.0540161290322581	0.13427027027027	-0.00271824216067753
0	0.0540161290322581	0.136297297297297	-0.0038338597695888
0	0.0540161290322581	0.138324324324324	-0.00183535515373468
0	0.0540161290322581	0.140351351351351	-0.00310936140993366
0	0.0540161290322581	0.142378378378378	-0.00483619439993899
0	0.0540161290322581	0.144405405405405	-0.00367736324101629
0	0.0540161290322581	0.146432432432432	-0.00418603799496456
0	0.0540161290322581	0.148459459459459	-0.0031045395590143
0	0.0540161290322581	0.150486486486486	-0.00291947814145116
0	0.0540161290322581	0.152513513513514	-0.00288834973678191
0	0.0540161290322581	0.154540540540541	-0.00369121843289847
0	0.0540161290322581	0.156567567567568	-0.00263901731898989
0	0.0540161290322581	0.158594594594595	-0.00380321965362023
0	0.0540161290322581	0.160621621621622	-0.0017142595559625
0	0.0540161290322581	0.162648648648649	-0.00380486762798508
0	0.0540161290322581	0.164675675675676	-0.0025169451438163
0	0.0540161290322581	0.166702702702703	-0.00432953383688108
0	0.0540161290322581	0.16872972972973	-0.00441846341649504
0	0.0540161290322581	0.170756756756757	-0.00362035553521022
0	0.0540161290322581	0.172783783783784	-0.00356591134508281
0	0.0540161290322581	0.174810810810811	-0.00580166323338677
0	0.0540161290322581	0.176837837837838	-0.00296769665064472
0	0.0540161290322581	0.178864864864865	-0.00245517662317848
0	0.0540161290322581	0.180891891891892	-0.0030098115510796
0	0.0540161290322581	0.182918918918919	-0.001153032730602
0	0.0540161290322581	0.184945945945946	-0.00239334706645307
0	0.0540161290322581	0.186972972972973	-0.00332011902037083
0	0.0540161290322581	0.189	-0.00317814908064396

0	0.0560322580645161	0.039	-0.00412591744869157
0	0.0560322580645161	0.041027027027027	-0.00376672007324334
0	0.0560322580645161	0.0430540540540541	-0.00348644235904482
0	0.0560322580645161	0.0450810810810811	-0.00500495918211646
0	0.0560322580645161	0.0471081081081081	-0.00393951323720153
0	0.0560322580645161	0.0491351351351351	-0.00522584878309303
0	0.0560322580645161	0.0511621621621622	-0.00468989089799348
0	0.0560322580645161	0.0531891891891892	-0.00390582131685363
0	0.0560322580645161	0.0552162162162162	-0.0054088960097658
0	0.0560322580645161	0.0572432432432433	-0.00407025253681243
0	0.0560322580645161	0.0592702702702703	-0.00500074769207297
0	0.0560322580645161	0.0612972972972973	-0.00378161287861451
0	0.0560322580645161	0.0633243243243243	-0.00545290302891588
0	0.0560322580645161	0.0653513513513514	-0.00356585030899522
0	0.0560322580645161	0.0673783783783784	-0.00486219577325097
0	0.0560322580645161	0.0694054054054054	-0.00304368657969028
0	0.0560322580645161	0.0714324324324324	-0.00270249485008014
0	0.0560322580645161	0.0734594594594595	-0.00298014801251243
0	0.0560322580645161	0.0754864864864865	-0.0040056763561456
0	0.0560322580645161	0.0775135135135135	-0.00335362783245597
0	0.0560322580645161	0.0795405405405405	-0.0025955596246281
0	0.0560322580645161	0.0815675675675676	-0.00344945448996723
0	0.0560322580645161	0.0835945945945946	-0.00245377279316398
0	0.0560322580645161	0.0856216216216216	-0.00224710460059514
0	0.0560322580645161	0.0876486486486487	-5.17586022736237e-05
0	0.0560322580645161	0.0896756756756757	-0.0024864881361105
0	0.0560322580645161	0.0917027027027027	-0.00265903715571836
0	0.0560322580645161	0.0937297297297297	-0.00251529716945147
0	0.0560322580645161	0.0957567567567568	-2.28274967575063e-05
0	0.0560322580645161	0.0977837837837838	0.00104731822690162
0	0.0560322580645161	0.0998108108108108	0.00112977798123136
0	0.0560322580645161	0.101837837837838	0.000799572747386851
0	0.0560322580645161	0.103864864864865	0.00473957427328904
0	0.0560322580645161	0.105891891891892	0.0035254444190127
0	0.0560322580645161	0.107918918918919	0.00493855191882195
0	0.0560322580645161	0.109945945945946	0.00487672236209655
0	0.0560322580645161	0.111972972972973	-0.00175320057984287
0	0.0560322580645161	0.114	-0.00428424505989169
0	0.0560322580645161	0.116027027027027	-0.00393194476234077
0	0.0560322580645161	0.118054054054054	-0.00356707103074696
0	0.0560322580645161	0.120081081081081	-0.00454822613870455
0	0.0560322580645161	0.122108108108108	-0.00545552758068212
0	0.0560322580645161	0.124135135135135	-0.00270896467536435
0	0.0560322580645161	0.126162162162162	-0.00390075532158391
0	0.0560322580645161	0.128189189189189	-0.0033992217898833
0	0.0560322580645161	0.130216216216216	-0.00410315098802168
0	0.0560322580645161	0.132243243243243	-0.00320421149004352
0	0.0560322580645161	0.13427027027027	-0.0050532387273976
0	0.0560322580645161	0.136297297297297	-0.00454303807125966
0	0.0560322580645161	0.138324324324324	-0.00393920805676359
0	0.0560322580645161	0.140351351351351	-0.00390460059510189
0	0.0560322580645161	0.142378378378378	-0.00294316014343484
0	0.0560322580645161	0.144405405405405	-0.00228268863965823
0	0.0560322580645161	0.146432432432432	-0.00316160830090795
0	0.0560322580645161	0.148459459459459	-0.00073792629892427
0	0.0560322580645161	0.150486486486486	-0.00302061493858247
0	0.0560322580645161	0.152513513513514	-0.00037622644388498
0	0.0560322580645161	0.154540540540541	-0.00268625925078206
0	0.0560322580645161	0.156567567567568	-0.00371715877012287
0	0.0560322580645161	0.158594594594595	-0.00484156557564663
0	0.0560322580645161	0.160621621621622	-0.00333031204699783
0	0.0560322580645161	0.162648648648649	-0.00503974975204092
0	0.0560322580645161	0.164675675675676	-0.00481684596017398
0	0.0560322580645161	0.166702702702703	-0.00533528648813614
0	0.0560322580645161	0.16872972972973	-0.00479963378347453
0	0.0560322580645161	0.170756756756757	-0.00405291828793778
0	0.0560322580645161	0.172783783783784	-0.00418274204623487
0	0.0560322580645161	0.174810810810811	-0.00282053864347298
0	0.0560322580645161	0.176837837837838	-0.00174935530632491
0	0.0560322580645161	0.178864864864865	-0.00449707789730681
0	0.0560322580645161	0.180891891891892	-0.00306187533379112
