# repetition_set	DC_control_TGAC_set	DC_control_DFR_set	DC_voltage_4_0_0
# "Repetition"	"TGAC"	"DFR"	"DC voltage"
# 4	125	75
0	0.052	0.445	-0.00435889219501033
0	0.052	0.447027027027027	-0.00296678110933093
0	0.052	0.449054054054054	-0.00479707026779586
0	0.052	0.451081081081081	-0.00301573205157552
0	0.052	0.453108108108108	-0.00450275425345238
0	0.052	0.455135135135135	-0.00402063019760437
0	0.052	0.457162162162162	-0.0031918211642634
0	0.052	0.459189189189189	-0.00446301976043339
0	0.052	0.461216216216216	-0.00390856794079503
0	0.052	0.463243243243243	-0.00306987106126501
0	0.052	0.46527027027027	-0.00266672770275429
0	0.052	0.467297297297297	-0.0033003433279927
0	0.052	0.469324324324324	-0.00146254673075459
0	0.052	0.471351351351351	-0.00150948348210883
0	0.052	0.473378378378378	0.000200808728160489
0	0.052	0.475405405405405	0.00236527046616308
0	0.052	0.477432432432432	0.00619571221484699
0	0.052	0.479459459459459	0.0111252918287937
0	0.052	0.481486486486487	0.0243999084458685
0	0.052	0.483513513513514	0.060438239108873
0	0.052	0.485540540540541	0.144850476844435
0	0.052	0.487567567567568	0.23105381857023
0	0.052	0.489594594594595	0.282735027084764
0	0.052	0.491621621621622	0.316522774090181
0	0.052	0.493648648648649	0.343925291828794
0	0.052	0.495675675675676	0.331852475776303
0	0.052	0.497702702702703	0.131488944838636
0	0.052	0.49972972972973	0.157380270084688
0	0.052	0.501756756756757	0.250053315022507
0	0.052	0.503783783783784	0.304273868925002
0	0.052	0.505810810810811	0.335654474708171
0	0.052	0.507837837837838	0.355319752803845
0	0.052	0.509864864864865	0.3487645990692
0	0.052	0.511891891891892	0.290014435034714
0	0.052	0.513918918918919	0.207742915999085
0	0.052	0.515945945945946	0.127191577019913
0	0.052	0.517972972972973	0.0721352559700923
0	0.052	0.52	0.043405752651255
0	0.052	0.522027027027027	0.0286189059281299
0	0.052	0.524054054054054	0.0168315556572823
0	0.052	0.526081081081081	0.0115320363164721
0	0.052	0.528108108108108	0.00664133669031811
0	0.052	0.530135135135135	0.00378039215686271
0	0.052	0.532162162162162	0.00334569314106962
0	0.052	0.534189189189189	0.00293553063248641
0	0.052	0.536216216216216	0.00158565651941706
0	0.052	0.538243243243243	0.00201260395208663
0	0.052	0.54027027027027	0.00129616235599294
0	0.052	0.542297297297297	-0.000163698786907796
0	0.052	0.544324324324324	0.000539192797741628
0	0.052	0.546351351351351	-0.000403997863736962
0	0.052	0.548378378378378	-0.00026892500190741
0	0.052	0.550405405405405	-0.00214871442740524
0	0.052	0.552432432432432	-0.00103218127718016
0	0.052	0.554459459459459	-0.000530037384603676
0	0.052	0.556486486486486	0.000191836423285231
0	0.052	0.558513513513514	-0.00083869687953006
0	0.052	0.560540540540541	0.00151662470435641
0	0.052	0.562567567567568	0.00941969939726859
0	0.052	0.564594594594595	-0.000581551842526928
0	0.052	0.566621621621622	0.000835706111238234
0	0.052	0.568648648648649	-0.00151711299305717
0	0.052	0.570675675675676	-0.00274540321965365
0	0.052	0.572702702702703	0.000320012207217485
0	0.052	0.57472972972973	-0.00173299763485164
0	0.052	0.576756756756757	0.0012940260929274
0	0.052	0.578783783783784	-0.00111830319676512
0	0.052	0.580810810810811	-0.000705455100328106
0	0.052	0.582837837837838	-0.000244937819485807
0	0.052	0.584864864864865	0.0126522316319523
0	0.052	0.586891891891892	0.00709465171282516
0	0.052	0.588918918918919	0.00529549095902948
0	0.052	0.590945945945946	0.00465387960631719
0	0.052	0.592972972972973	0.00246250095368883
0	0.052	0.595	0.000841931792172089

0	0.0540161290322581	0.445	-0.004426886396582
0	0.0540161290322581	0.447027027027027	-0.00333073929961092
0	0.0540161290322581	0.449054054054054	-0.00407153429465174
0	0.0540161290322581	0.451081081081081	-0.0035798275730526
0	0.0540161290322581	0.453108108108108	-0.00303788815136952
0	0.0540161290322581	0.455135135135135	-0.0035775082017243
0	0.0540161290322581	0.457162162162162	-0.00364531929503322
0	0.0540161290322581	0.459189189189189	-0.00415350576028079
0	0.0540161290322581	0.461216216216216	-0.00211551079575803
0	0.0540161290322581	0.463243243243243	-0.00270676737621121
0	0.0540161290322581	0.46527027027027	-0.00252732127870608
0	0.0540161290322581	0.467297297297297	-0.00262168307011523
0	0.0540161290322581	0.469324324324324	-0.00137740138857103
0	0.0540161290322581	0.471351351351351	0.000468207827878208
0	0.0540161290322581	0.473378378378378	0.00212332341496905
0	0.0540161290322581	0.475405405405405	0.00531282520790413
0	0.0540161290322581	0.477432432432432	0.0134176852063782
0	0.0540161290322581	0.479459459459459	0.0260545357442587
0	0.0540161290322581	0.481486486486487	0.0652299382009613
0	0.0540161290322581	0.483513513513514	0.144530037384604
0	0.0540161290322581	0.485540540540541	0.228865430685893
0	0.0540161290322581	0.487567567567568	0.282364049744411
0	0.0540161290322581	0.489594594594595	0.318047516594186
0	0.0540161290322581	0.491621621621622	0.348110841535058
0	0.0540161290322581	0.493648648648649	0.337151934081026
0	0.0540161290322581	0.495675675675676	0.276362371252003
0	0.0540161290322581	0.497702702702703	0.178191256580453
0	0.0540161290322581	0.49972972972973	0.25733797207599
0	0.0540161290322581	0.501756756756757	0.308737071793698
0	0.0540161290322581	0.503783783783784	0.33955333791104
0	0.0540161290322581	0.505810810810811	0.362463965819791
0	0.0540161290322581	0.507837837837838	0.351978210116732
0	0.0540161290322581	0.509864864864865	0.295903074692912
0	0.0540161290322581	0.511891891891892	0.21762276646067
0	0.0540161290322581	0.513918918918919	0.130266392004273
0	0.0540161290322581	0.515945945945946	0.077844754711223
0	0.0540161290322581	0.517972972972973	0.0459040817883573
0	0.0540161290322581	0.52	0.0265345845731288
0	0.0540161290322581	0.522027027027027	0.0170428015564202
0	0.0540161290322581	0.524054054054054	0.00994680704966807
0	0.0540161290322581	0.526081081081081	0.00886500343327988
0	0.0540161290322581	0.528108108108108	0.00543190661478595
0	0.0540161290322581	0.530135135135135	0.00189791714351106
